,Item,Count, Correction,
622,abruption of placenta 2nd to pre-eclampsia,3,placental abruption secondary to preeclampsia
1681,abruption of placenta due to trauma,1, placental abruption secondary to traum
4102,abscess,1
3047,absence,1,absence seizure
1331,absence seizures,2
3211,absent,1
1555,absent ovaries,1
1554,absent uterus,1
3498,absolute risk =10,1
3490,absolute risk=5,1
3998,abstinence,1
123,acamprosate,7
3725,acamprossate,1
2410,acanthocytosis,1
491,accessory nerve,3
2681,aceclidine,1
38,acei,11,ace inhibitor
4329,acei and glibenclamide,1,ace inhibitor and glibenclamide
4330,acei and metformin,1,ace inhibitor and metformin
1951,acei and sulfonylurea,1,ace inhibitor and sulfonylurea
1646,acei po,1,ace inhibitor
4141,acetyl acetate,1
4416,acetylcholine,1
238,achalasia,5
403,achalasia cardia,4,achalasia
3004,achondrogenesis,1
3678,acid fast urine test,1
1746,acidic urine,1
2054,acne,1
2306,acne rosacea,1
154,acoustic neuroma,6
1288,acquired cholesteatoma,2
3146,acquired hypothyroidism,1
3972,actinic keratosis,1
712,activated charcoal,3
3792,active phase,1
3198,acut iritis,1,iritis (acute)
1749,acute abdomen,1
563,acute appendicitis,3,appendicitis (acute)
3912,acute asthma,1,asthma (acute)
2417,acute blood loss,1,blood loss (acute)
4010,acute bronchitis,1,bronchitis (acute)
4397,acute close-angle glaucoma,1,closed-angle glaucoma (acute)
2739,acute closed angle glaucoma,1,closed-angle glaucoma (acute)
2569,acute confusional state,1,confusional state (acute)
1131,acute conjunctivitis,2,conjunctivitis (acute)
3427,acute cortical necrosis,1,cortical necrosis (acute)
2624,acute cystitis,1,cystitis (acute)
1132,acute dacrocystitis,2,dacrocystitis (acute)
1385,acute dacryocystitis,1,dacrocystitis (acute)
4151,acute epiglottitis,1,epiglottitis (acute)
2076,acute fatty live,1,fatty liver (acute)
452,acute fatty liver of pregnancy,4,fatty liver of pregnancy (acute)
825,acute follicular tonsillitis,2,tonsillitis follicular (acute)
3814,acute gastric dilatation,1,gastric dilatation (acute)
4424,acute heart failure,1,heart failure (acute)
482,acute hepatitis,4,hepatitis (acute)
1029,acute iritis,2,iritis (acute)
3526,acute labyrinthytis,1,labyrinthytis (acute)
3710,acute leukemia,1,lukemia (acute)
926,acute limb ischemia,2,limb ischemia (acute)
3067,acute liver failure,1,liver failure (acute)
554,acute marginal branch,3
580,acute mastoiditis,3,mastoditis (acute)
3979,acute metabolic acidosis,1,metabolic acidosis (acute)
3975,acute metabolic alkalosis,1,metabolic alkalosis (acute)
3631,acute mi,1,myocardial infarction (acute)
156,acute om,6,otitis media (acute)
3064,acute on chronic liver failure,1,liver failure (acute on chronic)
1092,acute otitis externa,2,otitis externa (acute)
1275,acute pancreatitis,2,pancreatitis (acute)
3430,acute papillary necrosis,1,papillary necrosis (acute)
270,acute pericarditis,5,pericarditis (acute)
925,acute pid,2,pelvic inflammatory disease (acute)
636,acute psychosis,3,psychosis (acute)
130,acute pyelonephritis,7,pyelonephritis (acute)
2647,acute rejection,1,rejection (acute)
3976,acute resp alkalosis,1,respiratory alkalosis (acute)
1429,acute sinusitis,1,sinusitis (acute)
570,acute stress disorder,3,stress disorder (acute)
2171,acute subdural hematoma,1,hematoma (acute)
813,acute tubular necrosis,2,tubular necrosis (acute)
654,acyclovir,3
3112,acyclovir iv,1
3111,acyclovir iv +ivig,1
3110,acyclovir po,1
2246,acyclovir tablets orally,1,acyclovir po
2728,ad,1,autosomal dominant
2144,ad inheritance with anticipation,1,autosomal dominant inheritance with anticipation
2725,ad with incomplete penetrance,1,autosomal dominant with incomplete penetrance
2145,ad with variable penetrance,1,autosomal dominant with variable penetrance
3567,add clopidogrel and statin,1
3564,add clopidogrel only,1
3244,add iv amoxicillin,1
3245,add iv ciprofloxacin,1
3247,add iv co-amoxiclav,1
2133,add leukotriene antagonist,1
2134,add oral theophylline,1
2135,add regular long-acting bronchodilator,1
3568,add statin only,1
1769,add tca,1
3566,add warfarin,1
1399,addisons,1,addison's disease
505,addison’s disease,3,addison's disease
4225,addison’s disease11,1,addison's disease
995,adenocarcinoma,2
706,adenoid cystic carcinoma,3
800,adenolymphoma,2
1460,adenoma,1
387,adenomyosis,4
290,adenosine,5
3143,adhd,1
4368,adjust diuretics,1
1137,adjustment disorder,2
3520,administer fluid bolus,1
3521,administer oxygen,1
2244,administration of varicella-zoster immune globulin im,1
1249,admission for observation,2
1602,admission for parental,1
2284,admission to the psychiatry ward,1
2533,admission under the mental health act,1
1289,admit,2
3438,admit + iv antibiotics,1
983,admit and iv antibiotics,2
4017,admit for iv antibiotics,1
4367,admit to medical ward,1
3239,admit under care of pediatrician,1
4477,adrenal,1
1082,adrenal insufficiency,2
3864,adrenaline im,1
3312,adrenaline nebulizer,1
3555,advice on posture,1
1494,advice that he can go back to nursery when the rash is crusted over,1
1413,advice to be more active,1
693,afb,3,acid-fast bacilli stain
1513,afb for sputum,1,acid-fast bacilli stain for sputum
2223,afb stain,1,acid-fast bacilli stain
1334,afp,2,alpha-fetoprotien
3875,age of mother,1
250,agoraphobia,5
827,agranulocytosis,2
3824,airborne,1
2754,akathisia,1
2628,albumin,1
1887,albumin infusion,1
1532,albumin iv,1
851,alcohol,2
3147,alcohol addiction,1
3597,alcohol consumption,1
1229,alcohol dependence,2
4524,alcohol drops,1
3549,alcohol hallucinosis,1
2982,alcohol intoxication,1
1725,alcohol od,1,alcohol overdose
977,alcohol withdrawal,2
2242,alcohol withdrawal phenomena,1,alcohol withdrawal
3097,alcoholic dementia,1
3425,alcoholic hepatitis,1
4459,alcoholic liver disease,1
2405,alcoholism,1
1186,aldosterone,2
3493,alendronate,1
2860,alice in wonderland syndrome,1
1757,alkaline urine,1
48,all,11,leukemia(acute lymphoblastic)
2520,all family members need antibiotic therapy,1
2561,all family members need isolation,1
2550,all family members should be given rifampicin prophylaxis,1
2595,all family members should be immediately vaccinated with bcg vaccine,1
3644,all fingers of both hands,1
3645,all fingers of one hand,1
1570,all their unaffected children will be carriers of cf,1
4037,allergic drug reaction,1
371,allergic reaction,4
2108,allergic reaction developed due to use of topical steroid creams,1
1010,allergic rhinitis,2
1414,allergy,1
2683,allopurinol,1
2395,alopecia areata,1
2398,alopecia totalis,1
286,alpha 1 antitrypsin deficiency,5
1253,alprazolam,2
1740,altepase,1,alteplase
479,alteplase,4
3670,alternate housing,1
2585,alveolar damage due to drugs,1
556,alzheimers,3,alzheimer’s disease
588,alzheimer’s disease,3
4339,alzhemiers,1,alzheimer’s disease
3089,amantadine,1
3764,amaurosis fugax,1
4131,ambulatory bp,1
3317,ameoba,1
3682,amiadarone,1
1357,aminophylline,2
1647,aminophylline po,1
320,amiodarone,4
3499,amiodarone.,1
671,amitriptyline,3
409,amitryptiline,4,amitriptyline
4469,amitryptilline,1,amitriptyline
62,aml,10,leukemia(acute myeloid)
121,amlodipine,7
1750,amlodipine (ccb),1
3780,amnesia,1
1094,amniocentesis,2
205,amoxicillin,6
3478,amoxicillin iv,1
798,amoxicillin po,2
3249,amphetamines,1
1380,amphotericin b iv,1
1157,ampicillin,2
528,amyloidosis,3
1178,ana,2,antinuclear antibody
663,anal abscess,3
4479,anal carcinoma,1
149,anal fissure,7
742,anal hematoma,3
3174,anal reflex – s1,1
1473,anal tag,1,anal tags
2549,anal tags,1
73,analgesia,9
689,analgesic,3,analgesics
688,analgesics,3
3630,analgesics alone,1
1843,analgesics with antipyretics,1
3779,anaphylactic shock,1,anaphylaxis
4408,anaphylaxis,1,anaphylaxis
4504,anaplyaxis,1,anaphylaxis
4098,anastomotic leak,1
2960,anatomical,1
2722,anatomical defect,1
2597,anca,1,antineutrophil cytoplasmic antibody
2397,androgenetic alopecia,1
301,anemia of chronic disease,5
3082,aneurysm of sinus of valsalva,1
2957,angina,1
2472,angina pectoris,1
2851,angiodysplasia,1
3226,angioedema,1
4361,angiogram,1
335,angiography,4
3162,angulated fx,1
1534,angulated supracondylar fx,1
2615,aniline,1
2365,ankle fx,1
3175,ankle jerk – l5,1
2366,ankle sprain,1
601,ankylosing spondylitis,3
2874,anorexia,1
626,anorexia nervosa,3
3420,anorgasm,1
2113,anosognosia,1
1225,ant cerebral artery,2
3784,ant chamber,1
2915,ant circulation stroke,1,stroke (ant circulation)
1733,ant communicating artery,1
4139,ant cruciate,1
1695,ant meningeal artery,1
567,antepartum hemorrhage,3
515,anterior mi,3,myocardial infarction (anterior)
2320,anterior pararenal space,1
2798,anteroposterior & lateral neck x-ray,1
207,anti centromere,6
4319,anti centromere antibodies,1
1989,anti depressants,1
4292,anti dna antibodies,1
248,anti ds dna,5
2206,anti dsdna,1,anti ds dna
1143,anti histone,2
1417,anti jo,1,anti jo1
1181,anti jo1,2
4293,anti jo1 antibodies,1,anti jo1
4291,anti la,1
4321,anti la antibodies,1,anti la
4294,anti nuclear antibodies,1
460,anti ro,4
1174,anti scl 70,2
1408,anti scl70,1
4289,anti sm,1
1515,anti-depressant,1,anti depressants
4451,anti-depressants,1,anti depressants
4525,anti-emetic,1
4369,anti-endomysial antibodies,1
2922,anti-endomysial antiboides,1
2852,anti-epileptic,1
3588,anti-fibrinolytics,1
3452,anti-hsv antibodies,1
1630,anti-htn,1
1604,anti-phospholipid screen,1
3610,anti-prostoglandins,1
1517,anti-psychotic,1
2099,anti-streptolysin,1
120,antibiotic,7,antibiotics
3801,antibiotic drop with steroid,1
3705,antibiotic drops,1
3798,antibiotic iv,1
486,antibiotic po,3
3638,antibiotic therapy iv,1
13,antibiotics,17
3940,antibiotics (1st line),1,antibiotics
2507,anticholinergic agents,1
3265,anticoagulant & heparin,1
1278,antidepressant,2,anti depressants
794,antidepressants,2,anti depressants
1370,antifibrinolytics (tranexamic acid),1
1768,antifungal,1,antifungals
2734,antifungals,1
3887,antihistamine iv,1
839,antihistamine po,2
4526,antimotility,1
583,antipsychotic,3,antipsychotics
148,antipsychotics,7
1894,antipyretics,1
4468,antisocial,1
2996,antisocial behavior disorder,1
3142,antisocial personality disorder,1
2732,antispasmodic,1,antispasmodics
1087,antispasmodics,2
766,anxiety,2
2303,anxiolytic,1,anxiolytics
1693,anxiolytics,1
2063,aortic,1
4437,aortic aneurysm,1
862,aortic dissection,2
203,aortic ln,6
234,aortic regurgitation,5
3813,aortic rupture,1
653,aortic stenosis,3
2260,aorto iliac,1
3080,aorto-pulmonary septal defect,1
1785,aortoiliac artery,1
2938,apex beat,1
871,aph,2
1809,aphasia,1
1868,aphonia,1
2987,aphthous ulcer,1
4325,apical granuloma,1
417,aplastic anemia,4
3778,apnea,1
3086,apomorphine,1
291,appendicitis,5
4256,applanation tonometry,1
3376,apply steroid then emollient,1
2125,apraxia,1
2308,apt test,1,activated partial thromboplatin time
3182,aqueous cream,1
1011,ar,2,autosomal recessive
2727,ar with incomplete penetrance,1,autosomal recessive with incomplete penetrance
3168,arbs,1,angiotensin 2 receptor blockers
763,arf,2,acute respiratory failure
4379,arm sling for 1 wk,1
406,arrange hearing test,4
2285,arrange psychiatric outpatient follow-up,1
4502,arterial embolus,1
1046,arterial ischemia ulcer,2
4501,arterial rupture,1
1543,arteriography,1
4171,artesonate,1,artesunate
2591,artesunate,1
3781,arthritis,1
2322,aryepiglottic space,1
3395,arzygos vein,1
670,as,3,ankylosing spondilytis
3755,as (ankylosing spondylitis),1,ankylosing spondilytis
2616,asbestos,1
1584,ascites,1
93,asd,8
4246,asherman syndrome,1
1766,asom,1
4245,asperger syndrome,1
2476,aspergillosis,1
2870,aspiration,1
2584,aspiration due to confusion,1
3293,aspiration of food,1
2806,aspiration pneumonia,1
710,aspiration pneumonitis,3
25,aspirin,14
3606,aspirin & heparin,1
3607,aspirin & warfarin,1
2748,aspirin 300mg,1
3692,aspirin 300mg for 2 weeks,1
3689,aspirin 300mg for 2 weeks followed by aspirin 75mg,1
3711,aspirin 300mg for 2 weeks followed by aspirin 75mg and dipyridamole 200mg,1
2762,aspirin 75mg,1
2889,aspirin and heparin,1
958,assess development milestones,2
1162,assess developmental milestones,2
3809,assess gcs,1
3263,assess his mental capacity to refuse tx,1
2941,assessment,1
4087,assessment for long term o2 therapy,1
185,asthma,6
105,atenolol,8
3653,ateriography,1
615,atheroma,3
1264,atherosclerosis,2
1358,atonic seizure,2
757,atonic uterus,3
2307,atopic dermatitis,1
722,atopic eczema,3
3753,atopic rhinitis,1
344,atrial fib,4,atrial fibrillation
584,atrial fibrillation,3
824,atrial flutter,2
3207,atrial myxoma,1
379,atrial thrombus,4
3390,atrophic gastritic,1
1669,atrophic vaginitis,1
2459,atropine,1
4304,attic perforation,1
1282,atypical depression,2
1782,atypical face pain,1
1456,atypical lymphocytes,1
717,audiometry,3
3729,auditory canal,1
3578,auditory hallucinations,1
4284,auer rods,1
1472,autism,1
3639,autistic spectrum disorder,1
3190,auto antibodies,1
1765,autoantibodies,1,auto antibodies
2764,autoimmune,1
3066,autoimmune hepatitis,1
3306,autonomic neuropathy,1
2726,autosomal co-dominant,1
2620,av block,1
1821,availability of vit d precursors,1
2091,avascular necrosis of scaphoid,1
3054,avm,1,arteriovenous malformation
2998,avoidant personality disorder,1
3822,axillary,1
3512,axillary group of ln,1
454,axillary nerve,4
3136,axr,1
4290,b-cells,1
3165,b.	3rd person auditory hallucinations,1,3rd person auditory hallucinations
2963,b.	mcburney’s point,1,mcburney’s point
1502,b1 deficiency,1
2737,b12 def,1,b12 deficiency
1503,b12 deficiency,1
1826,b2 agonist,1
1508,b6 deficiency,1
3459,ba swallow,1,barium swallow
3379,background retinopathy,1
2202,baclofen,1
1759,bacterial colonization of the urinary tract,1
3590,bacterial overgrowth,1
2196,bacteroides fragilis,1
3451,baker’s cyst,1
2566,bal,1,bronchoalveolar lavage
1748,balanitis,1
1734,band keratopathy,1
321,barium enema,4
91,barium meal,8
142,barium swallow,7
1767,barotrauma,1
3337,barrett’s esophagus,1
856,barret’s esophagus,2,barrett’s esophagus
3969,barrier,1,barrier method
562,barrier method,3
2952,basal body temp estimation,1
1038,basal cell,2
681,basal cell carcinoma,3
1119,basal ganglia,2
1742,basiliary artery,1
2846,bb,1
4241,becker’s md,1,becker's muscular dystrophy
3811,beclo,1,beclomethasone
1995,beclomethasone inhaled,1
1412,bed rest,1
3580,bed rest 2 weeks,1
3709,behavior training,1
4271,behavioural therapy,1
4123,bell’s palsy,1
1396,below elbow full plaster of paris,1
1383,below elbow split plaster of paris,1
1220,bence-jones protein,2
108,bendroflumethiazide,8
2239,beneficence,1
941,benign essential tremor,2
2228,benign nephrosclerosis,1
1712,benign parotid,1
814,benign positional vertigo,2
3296,benign structure,1
3090,benzhexol,1
1958,benzodiazepam,1
1195,benzodiazepines,2
1492,benzyl penicillin,1,benzylpenicillin
1073,benzylpenicillin,2
3736,bereavement,1
3712,bereavement counselling,1
873,beta blocker,2,beta blockers
277,beta blockers,5
1363,beta-blockers,2,beta blockers
3926,between 10.0-11.0mmol/l,1
3927,between 7.1-11.0mmol/l,1
3924,between 7.8-11.0mmol/l,1
3925,between 8.0-10.9mmol/l,1
1533,bicarbonate iv,1
3176,biceps jerk – c7 & c8,1
753,biguanide,3,biguanides
948,biguanides,2
3384,bilateral exophthalmos,1
3027,bilateral external laryngeal nerve,1
4322,bilateral hilar lymphadenopathy,1
1921,bilateral om with effusion,1,bilateral otitis media with effusion
3024,bilateral recurrent laryngeal nerve,1
4317,bilateral recurrent laryngeal nerve injury,1
3442,bilateral renal artery stenosis,1
347,biliary atresia,4
778,biliary colic,2
1977,biliary infection,1
3862,biliary peritonitis,1
1861,binasal hemianopia,1
3266,binge eating disorder,1
2510,biofeedback-assisted behavioral,1
422,biopsy,4
3655,biopsy for malignant melanoma,1
3656,biopsy for pyoderma,1
1877,biopsy lesion,1
367,bipolar,4,bipolar affective disorder
218,bipolar affective disorder,5
3272,bipolar disease,1,bipolar affective disorder
723,bipolar disorder,3,bipolar affective disorder
3114,bipolar syndrome,1,bipolar affective disorder
2274,bisacodyl tablets,1
740,bisoprolol,3
2078,bisphosphonate,1,bisphosphonates
560,bisphosphonates,3
1175,bitemporal hemianopia,2
971,bladder ca,2
3035,bladder calculi,1
2871,bladder carcinoma,1
2945,bladder stone,1,bladder stones
4095,bladder stones,1
3766,bladder wash,1
644,blast cells,3
1476,blasts,1
1014,blood,2
20,blood culture,15
4315,blood culture and sensitivity,1
3186,blood culture for treponema,1
2003,blood dyscrasia,1
365,blood for c&s,4
579,blood glucose,3
4242,blood glucose level,1
383,blood sugar,4
1962,blood test,1
1187,blood transfusion,2
4305,bluish grey tympanic membrane with air fluid levels,1
3932,bma,1,bone marrow aspiration
4466,body dysmorphic disorder,1
4244,body temp,1
1420,bolus iv 0.9%ns,1
1931,bolus of 20u insulin,1
3956,bone biopsy,1
3748,bone degeneration,1
2706,bone density scan,1
2313,bone marrow failure,1
3852,bone mets to cervical vertebrae,1
2388,booster vaccine,1
4467,borderline,1,borderline personality disorder
1302,borderline personality,2,borderline personality disorder
182,borderline personality disorder,6
2717,both c and d,1
3298,bowel ca,1
4342,bowel cancer,1
3294,bowel obstruction,1
3812,bowel rupture,1
3973,bowens disease,1
1542,bp monitoring,1
184,bph,6,benign prostatic hyperplasia
1141,bppv,2,benign paroxysmal positional vertigo
3823,brachial,1
4045,brachytherapy,1
1260,brain,2
2911,brain abscess,1
3400,brain metastasis,1
1678,brain metastasis,1
131,brain stem,7
1920,brain stem evoked response,1
2167,brain stem injury,1
1233,brain tumor,2
3573,brain ventricles,1
1376,brainstem,1,brain stem
538,branch rao,3,branch retinal artery occlusion
1150,branch rvo,2,branch retinal vein occlusion
1322,branchial cyst,2
2815,braxton hicks contractions,1
888,breast,2
476,breast abscess,4
402,breast ca,4
4287,breast cancer,1
2526,breast carcinoma,1
2516,breast cyst,1
1163,breast milk jaundice,2
2553,breath test,1
4534,bring to the hospital,1
2391,brivudin,1
2745,broad arm sling for 1wk,1
4149,broad spectrum antibiotics iv,1
4166,broad spectrum antibiotics po,1
4174,broc1a’s aphasia,1,broca’s aphasia
3201,broca’s aphasia,1
1829,broca’s area,1
1840,bronchial asthma,1
319,bronchial carcinoma,4
96,bronchiectasis,8
311,bronchiolitis,5
586,bronchitis,3
3023,bronchoalevolar lavage,1
3275,bronchodilators,1
4062,bronchogenic ca,1
42,bronchoscopy,11
3777,bronchospasm,1
2612,bronchus ca,1
2200,brucella melitensis,1
3856,brucellosis,1
4471,bubble echo,1
4068,buccal midazolam,1
2102,buccal nerve,1
534,buccal prochlorperazine,3
2625,budd-chiari,1
4460,budd-chiari syndrome,1
2854,budesonide inhaler,1
253,bue,5
308,buerger’s disease,5
749,bulbar palsy,3
1608,bulimia,1
1063,bulimia nervosa,2
2567,bullous pemphigus,1
3657,bullous-pemphigoig,1,bullous pemphigus,
2157,bupivacaine infiltration of the,1
2335,burkitt lymphoma,1
3986,burns ointment,1
3955,burr hole,1
1576,burr hole drainage,1
1459,burst blisters,1
4261,buspirone,1
3360,by hook,1
3359,by instilling olive oil,1
3381,by magnet,1
1145,c anca,2,cytoplasmic antineutrophil cytoplasmic antibody
4106,c&s of aspirate from swelling,1
1929,c&s of joint aspirate,1
395,c-section,4,ceasarian section
3166,c.	echo de la pense,1,echo de la pense
2964,c.	stellate ganglion,1,stellate ganglion
2198,c.perfringens,1,clostridium perfringes
425,c1 esterase deficiency,4
2892,c13 urea breath test,1
1859,c5/c6,1
1860,c6/c7,1
1857,c7/t1,1
1858,c8/t1,1
289,ca 125,5
470,ca 153,4
692,ca 199,3
1635,ca bladder,1
1337,ca breast,2
4191,ca bronchi,1
2812,ca bronchus,1
3763,ca colon,1
2543,ca esophagus,1
2809,ca larynx,1
1369,ca prostate,1
2545,ca stomach,1
2810,ca thyroid,1
3087,cabergoline,1
3202,cafergot,1
2042,cah,1,congenital adrenal hyperplasia
2950,calcitonin,1
1112,calcium,2
2904,calcium chloride iv,1
2451,calcium disodium ethylene,1
947,calcium gluconate,2
2903,calcium gluconate iv,1
4421,calcium prep,1
3464,calcium resonate enema 30g,1
829,calcium resonium,2
1932,calcium resonium enema,1
3463,calcium supplement,1
4383,calcium with vit d supplement,1
2855,call 999,1
2043,call anesthesiologist,1
2044,call ent surgeon,1
4366,call radiology,1
1013,caloric testing,2
4249,can walk but not run,1
2840,candida,1
1032,candida albicans,2
594,candida infection,3
2988,candidiasis,1
380,capgras syndrome,4
3151,capillary blood gases,1
1353,capillary blood sugar,2
4353,capillary refill time >4s,1
4281,carbamazepine,1
2030,carbuncle,1
847,carcinoma,2
1833,carcinoma bronchus,1
4156,carcinoma larynx,1
1421,carcinoma of cecum,1
1428,carcinoma of descending colon,1
1433,carcinoma of rectum,1
1943,carcinoma of salivary gland,1
1432,carcinoma of sigmoid colon,1
2908,carcinoma of the salivary glands,1
4158,carcinoma right bronchus,1
4157,carcinoma thyroid,1
1292,cardiac arrhythmia,2
331,cardiac enzymes,4
523,cardiac failure,3
3641,cardiac output 6.5l/min,1
53,cardiac tamponade,11
2847,cardioembolic stroke,1
924,cardiovascular syphilis,2
1807,carotid angiography,1
1701,carotid artery,1
3460,carotid artery stenosis,1
555,carotid doppler,3
3497,carotid sinus massage,1
4283,carotid sinus syncope,1
1018,carpal tunnel syndrome,2
1914,case study,1
219,cataract,5
3913,catheter catch of urine,1
1756,catheter degradation,1
1539,catheter specimen of urine for culture,1
2023,cauterization,1
4108,cautery of swelling,1
31,cbc,13,complete blood count
2954,cbg,1,capillary blood gas
14,cbt,17,cognitive behavioral therapy
348,ccb,4,calcium channel blocker
2565,ccf,1,congestive heart failure
134,cd,7
695,cea,3,carcinoembryonic antigen
3789,cecal carcinoma,1
3101,cefixime,1
3321,cefotaxime,1
1491,ceftazidime,1
456,ceftriaxone,4
1661,ceftriaxone + flucloxacillin,1
1694,ceftriaxone + terbinafine,1
4155,ceftriaxone iv,1
1901,cefuroxime,1
4170,cefuroxime po,1
129,celiac disease,7
300,cellulitis,5
541,central scotoma,3
3487,cephalic vein,1
1115,cerebellar abscess,2
1127,cerebellar degeneration,2
3963,cerebellar disease,1
558,cerebellar hemorrhage,3
4529,cerebellar infarct,1
1823,cerebellar tumor,1
81,cerebellum,9
684,cerebral abscess,3
2758,cerebral angio,1
2453,cerebral angiography,1
443,cerebral cortex,4
4440,cerebral embolus,1
3724,cerebral hemisphere,1
1251,cerebral infarct,2
1020,cerebral malaria,2
306,cerebral tumor,5
1537,cerebro-vascular disease,1
696,cerebrum,3
400,cervical ca,4
3579,cervical cerclage,1
2248,cervical cytological smear,1
848,cervical ectropion,2
4061,cervical rib,1
168,cervical smear,6
4140,cervical smear (2nd line),1
1387,cervical spinal cord,1
4441,cervical spondylosis,1
739,cervical/vaginal trauma,3
1945,cervix,1
2672,cevimiline,1
1271,cf,2,cardiac failure
3751,change the catheter,1
3234,change to iv amoxicillin + gentamicin,1
3662,change to short acting oral hypoglycemic,1
1524,change type of insulin,1
4338,check abg,1
2775,check airway,1
1511,check airway patency and prepare intubation,1
3074,check catheter,1
489,check child protection register,3
4269,check serum k+ level,1
4134,checking red reflex,1
819,cheek,2
418,chemotherapy,4
2357,chemotherapy and radiatherapy,1
2723,chest compressions,1
3462,chest ct,1
872,chest drain,2
2939,chest drain insertion,1
1960,chest drainage,1
3307,chest hyperventilation syndrome,1
4311,chest physiotherapy,1
245,chicken pox,5
1388,child should be admitted to hospital straight away,1
3531,chlamydia,1
272,chlamydia pneumonia,5
451,chlamydia psitacci,4
3268,"chlamydia, gardenella",1
3267,"chlamydia, gonorrhea",1
3269,"chlamydia, gonorrhea, gardenella",1
1667,chlamydial cervicitis,1
152,chlordiazepoxide,7
3183,chlorphenaramine,1
4312,chlorpheniramine po,1
510,chlorpromazine,3
157,cholecystitis,6
4326,cholestatic jaundice,1
426,cholesteatoma,4
2862,cholesterol emboli,1
3782,chondro-sarcoma,1
